route_number,location,stop_id,lat,lng
3,King Drive & 48th Street,2154,41.807848,-87.616452
3,King Drive & 49th Street,2153,41.806068,-87.616405
3,King Drive & 50th Street,2152,41.8042,-87.616357
3,King Drive & 51st Street,2151,41.80242,-87.616087
3,King Drive & 53rd Street,2149,41.798525,-87.616023
3,King Drive & 54th Street,2148,41.796532,-87.615975
3,King Drive & 56th Street,2145,41.793162,-87.615848
3,King Drive & 57th Street,15486,41.791365,-87.615848
3,King Drive & 58th Street,2143,41.789235,-87.615768
3,King Drive & 59th Street,2142,41.787558,-87.61572
3,King Drive & 60th Street,2141,41.7855,-87.615642
3,King Drive & 61st Street,2140,41.784102,-87.61572
3,King Drive & 62nd Street,2139,41.78228,-87.615463
3,King Drive & 63rd Street (Green Line),2138,41.780483,-87.615433
3,King Drive & 64th Street,2137,41.778324,-87.615288
3,King Drive & 65th Street,2136,41.776727,-87.61545
3,King Drive & 66th Street,2135,41.77493,-87.615435
29,Lafayette & 92nd Street,2458,41.727295,-87.62521
47,Cicero & 51st Street,8124,41.800448,-87.7431
47,Cicero & 53rd Street,10355,41.7968978,-87.742988
47,Cicero & 55th Street,10635,41.792324,-87.741794
47,Cicero & Archer,4607,41.79814733,-87.743036
47,Kedzie & 47th Street,8100,41.80794867,-87.70411
47,Kedzie & 48th Place ,3082,41.805837,-87.703983
47,Kedzie & 48th Place ,3116,41.805758,-87.703872
47,Kedzie Orange Line Station,17434,41.804843,-87.704635
47,Lake Park + 47th Street Terminal,15915,41.80924775,-87.591624
47,Midway Orange Line,18435,41.786229,-87.739025
48,47th Street & Damen,15246,41.808468,-87.67542
48,47th Street & Hoyne,18400,41.808541,-87.677461
48,47th Street & Oakley,8089,41.808348,-87.681922
48,Damen & 48th Street,8742,41.806617,-87.674578
48,Damen & 49th Street,8741,41.805138,-87.67453
48,Damen & 50th Street,8740,41.802977,-87.674452
48,Damen & 51st Street,8739,41.801133,-87.674403
48,Damen & 52nd Street ,8738,41.79932,-87.674355
48,Damen & 53rd Street,15165,41.797945,-87.674372
48,Damen & 54th Street,8736,41.795665,-87.67426
48,Damen & 56th Street,8733,41.792002,-87.674165
48,Damen & 57th Street,8732,41.790165,-87.674133
48,Damen & 59th Street,8730,41.78651,-87.674022
48,Damen & 60th Street,8729,41.78469,-87.673975
48,Damen & 61st Street,8728,41.78287,-87.673927
48,Damen & 62nd Street,8727,41.78105,-87.673878
48,Damen & 63rd Street,8726,41.779182,-87.673815
48,Damen & 64th Street,8725,41.777393,-87.673768
48,Damen & 65th Street,8724,41.77559,-87.67372
48,Damen & 66th Street,8723,41.773762,-87.673657
48,Damen & 68th Street,8721,41.770107,-87.673545
48,Damen & 69th Street,8720,41.768287,-87.673498
48,Damen & 70th Street,8719,41.766507,-87.673482
48,Damen & 71st Street,8718,41.764718,-87.67345
48,Damen & 72nd Street,8717,41.762882,-87.673402
48,Damen & 73rd Street,8716,41.761055,-87.67337
48,Damen & 74th Street,8715,41.759227,-87.673307
48,Damen & 76th Street,8714,41.755515,-87.67318
48,Damen & 77th Street,8713,41.753743,-87.673132
48,Damen & 78th Street,8712,41.751938,-87.673085
48,Damen & 79th Street,8711,41.750112,-87.673005
48,Damen & 80th Street,8710,41.748283,-87.672957
48,Damen & 81st Street,8709,41.746472,-87.67291
48,Damen & 82nd Street,8708,41.744627,-87.672862
48,Damen & 83rd Street,8707,41.742815,-87.672813
48,Damen & 84th Street,8706,41.740972,-87.672767
48,Damen & 85th Street,8705,41.739135,-87.672718
48,Damen & 86th Street ,8704,41.737332,-87.672655
48,Damen & 87th Street Terminal,8703,41.736235,-87.6729318
48,Damen & Garfield,8734,41.793447,-87.674197
48,Damen & Garfield,8735,41.794132,-87.674213
48,Damen & Marquette Rd,8722,41.771935,-87.673577
48,Western Orange Line Station,14132,41.805122,-87.683996
48,47th Street & Damen,8160,41.80846,-87.674912
48,47th Street & Hoyne,8158,41.808523,-87.677392
48,47th Street & Oakley,8157,41.80838,-87.682048
48,47th Street & Western Boulevard,8156,41.808372,-87.683352
48,Damen & 48th Street,8766,41.806847,-87.674673
48,Damen & 49th Street,8767,41.805035,-87.674627
48,Damen & 50th Street,8768,41.803183,-87.674562
48,Damen & 51st Street,17399,41.800893,-87.67461
48,Damen & 52nd Street ,8770,41.799042,-87.674483
48,Damen & 53rd Street,8771,41.797668,-87.674452
48,Damen & 54th Street,8772,41.795887,-87.674403
48,Damen & 56th Street,8775,41.792247,-87.674292
48,Damen & 57th Street,8776,41.790363,-87.674245
48,Damen & 59th Street,8778,41.78674,-87.674165
48,Damen & 60th Street,8779,41.784937,-87.674117
48,Damen & 61st Street,8780,41.783085,-87.674085
48,Damen & 62nd Street,8781,41.780843,-87.674022
48,Damen & 63rd Street,8782,41.779437,-87.67399
48,Damen & 64th Street,8783,41.777632,-87.673943
48,Damen & 65th Street,8784,41.775828,-87.673863
48,Damen & 66th Street,17613,41.773627,-87.673815
48,Damen & 68th Street,8787,41.770377,-87.673737
48,Damen & 69th Street,8788,41.768565,-87.67372
48,Damen & 70th Street,8789,41.766737,-87.673672
48,Damen & 71st Street,8790,41.764957,-87.673625
48,Damen & 72nd Street,8791,41.763082,-87.673562
48,Damen & 73rd Street,8792,41.761262,-87.673498
48,Damen & 74th Street,8793,41.759497,-87.673465
48,Damen & 76th Street,8794,41.755785,-87.673387
48,Damen & 77th Street,8795,41.75395,-87.673307
48,Damen & 78th Street,8796,41.752153,-87.673258
48,Damen & 79th Street,15144,41.749928,-87.67318
48,Damen & 80th Street,8798,41.748513,-87.673148
48,Damen & 81st Street,8799,41.746693,-87.673132
48,Damen & 82nd Street,8800,41.744865,-87.673085
48,Damen & 83rd Street,8801,41.743013,-87.673037
48,Damen & 84th Street,8802,41.74121,-87.673005
48,Damen & 85th Street,8803,41.739373,-87.672957
48,Damen & 86th Street ,8804,41.737728,-87.67291
48,Damen & 87th Street Terminal,8703,41.736235,-87.6729318
48,Damen & Garfield,8773,41.79406,-87.674355
48,Damen & Garfield,8774,41.793242,-87.674323
48,Damen & Marquette Rd,8786,41.772197,-87.673783
48,Western & 47th Street,8339,41.80829567,-87.68439067
48,Western Orange Line Station,14132,41.805122,-87.683996
49,3225 S Western,8352,41.835092,-87.68448
49,4102 S Western,8345,41.819268,-87.684655
49,79th & Western Terminal,8307,41.75083825,-87.6825535
49,Western & 14th Street,8368,41.862947,-87.685848
49,Western & 16th Street,15091,41.85963767,-87.68573667
49,Western & 18th Place,8364,41.856993,-87.685657
49,Western & 24th Street,16084,41.848673,-87.685403
49,Western & 26th Street,8356,41.845263,-87.685418
49,Western & 28th Street,8354,41.841132,-87.685148
49,Western & 31st Street,8353,41.839423,-87.6851
49,Western & 35th Street,8350,41.830243,-87.684942
49,Western & 43rd Street,14579,41.8157995,-87.6845525
49,Western & 45th Street,15742,41.812378,-87.684448
49,Western & 47th Street,8339,41.80829567,-87.68439067
49,Western & 51st Street,4162,41.80154333,-87.68415733
124,Washington & Clark/Dearborn,18122,41.883181,-87.630476
124,Washington & Franklin,445,41.883169,-87.635649
124,Washington & Lasalle,446,41.883179,-87.632816
124,Washington & State,448,41.8832257,-87.6272529
124,Clinton & Madison,18125,41.8816292,-87.6412274
124,Columbus & Illinois,5513,41.891189,-87.620329
124,Columbus & North Water,5514,41.889727,-87.620511
124,Columbus (Mid) & E. Wacker,5515,41.887444,-87.620784
124,Grand & Mcclurg,589,41.891908,-87.618053
124,Grand & Peshtigo,760,41.891968,-87.615639
124,Grand & Streeter,759,41.892025,-87.612208
124,Madison & Canal,5006,41.88191833,-87.63901267
124,Madison & Dearborn/State,18126,41.88202,-87.6291
124,Madison & Franklin,18124,41.881984,-87.635887
124,Madison & Lasalle,18123,41.882001,-87.632942
124,Madison & Wabash,450,41.882143,-87.62590763
124,Michigan + Betw. Lake & Randolph,1105,41.88501591,-87.62450973
124,Michigan + Washington,1106,41.88337758,-87.62444333
124,Navy Pier Terminal,14160,41.892594,-87.610015
124,S.Water M.Levl + 150 East Of Michigan,2532,41.886978,-87.62362
124,Union Station Transit Center,18252,41.8778995,-87.6400155
125,Canal & Adams,5009,41.8790755,-87.639649
125,Canal & Harrison,14210,41.8748048,-87.639579
125,Canal & Madison,5027,41.882075,-87.639622
125,Canal & Randolph,5028,41.8843235,-87.6397535
125,Canal & Van Buren,6351,41.8769456,-87.639555
125,Chestnut & Mies Van Der Rohe,5019,41.898487,-87.6224595
125,Desplaines & Harrison Terminal,13155,41.87450225,-87.6443545
125,Harrison & Jefferson,17995,41.87438025,-87.64214475
125,Michigan & Chicago,1126,41.896589,-87.62440725
125,Michigan & Huron,1125,41.89478511,-87.62412722
125,Michigan & Ontario,1124,41.89315456,-87.62435022
125,Mies Van Der Rohe & Pearson,18224,41.897431,-87.621773
125,Ohio & State,15109,41.89242,-87.62772
125,Orleans & Grand,14762,41.8917825,-87.636949
125,Orleans & Hubbard,4627,41.8897915,-87.6369205
125,Orleans & Merchandise Mart,4626,41.88861,-87.636854
125,Wacker (Upper) & Lake,3946,41.886117,-87.636476
125,Chestnut & Mies Van Der Rohe,5019,41.898487,-87.6224595
125,Clinton & Madison,18125,41.8816292,-87.6412274
125,Clinton & Quincy,4992,41.878872,-87.64113133
125,Clinton & Washington,5023,41.88331033,-87.64128267
125,Desplaines & Harrison Terminal,13155,41.87450225,-87.6443545
125,Michigan & Erie,1100,41.894418,-87.624303
125,Michigan & Pearson,1098,41.897683,-87.624065
125,Michigan & Superior,14488,41.895808,-87.624272
125,Ontario & State,15108,41.89333,-87.628446
125,Ontario & Wabash,13198,41.893353,-87.626618
125,Van Buren & Jefferson,86,41.876778,-87.642309
125,Wacker & Randolph,15049,41.88469,-87.63702
125,Wacker (Upper) & Orleans/Franklin,15009,41.886797,-87.635987
125,Wells & Grand,5020,41.8916485,-87.6340685
125,Wells & Hubbard,5021,41.889931,-87.634018
125,Wells & Merchandise Mart,4628,41.888306,-87.633949
126,Ashland + Van Buren,51,41.876672,-87.666503
126,Congress Plaza + Michigan,74,41.87484586,-87.62351886
126,Damen + Congress,44,41.875273,-87.676533
126,Harrison + Ogden,17074,41.8739965,-87.6744275
126,Harrison + Paulina,49,41.874065,-87.669238
126,Harrison + Wood,48,41.874105,-87.671097
126,Jackson & Ashland,55,41.877593,-87.666933
126,Jackson & Ogden,53,41.877577,-87.671002
126,Jackson & Paulina,54,41.877593,-87.668808
126,Jackson + 2609 West Alley,36,41.877522,-87.691697
126,Jackson + 4849 West,13,41.876775,-87.74709
126,Jackson + 5047 West,11,41.876718,-87.751253
126,Jackson + 5351 West,7,41.876623,-87.759583
126,Jackson + 5700 West,4,41.877077,-87.76834
126,Jackson + Aberdeen,60,41.8778,-87.65409
126,Jackson + Albany,31,41.877403,-87.70322
126,Jackson + Austin,1,41.87637,-87.773998
126,Jackson + California,34,41.87749,-87.695813
126,Jackson + Campbell,15992,41.877442,-87.68901
126,Jackson + Central,15466,41.876473,-87.765067
126,Jackson + Central Park,26,41.877203,-87.715363
126,Jackson + Cicero,14,41.876775,-87.744785
126,Jackson + Clinton,14484,41.878003,-87.641308
126,Jackson + Damen,42,41.87749,-87.676645
126,Jackson + Dearborn,70,41.878144,-87.629485
126,Jackson + Desplaines,65,41.87796,-87.643616
126,Jackson + Financial Place,69,41.878101,-87.632867
126,Jackson + Francisco,18116,41.877374,-87.698792
126,Jackson + Franklin,68,41.878071,-87.6354
126,Jackson + Halsted,64,41.877903,-87.646858
148,Michigan & South Water,1120,41.886736,-87.62448858
148,State & Adams,1115,41.879373,-87.627637
148,State & Harrison/Congress,15052,41.874888,-87.627527
148,State & Lake,1438,41.885609,-87.627846
148,State & Madison,1117,41.881917,-87.627702
148,State & Randolph,1437,41.884364,-87.627812
148,State & Van Buren,1113,41.876834,-87.627577
148,Clarendon & Belle Plaine,4923,41.95717,-87.649767
148,Clarendon & Buena,4922,41.958672,-87.649798
148,Clarendon & Cuyler,4924,41.955907,-87.649752
148,Clarendon & Junior Terrace,4921,41.960595,-87.649862
148,Clarendon & Leland,17717,41.967525,-87.650132
148,Clarendon & Montrose,4920,41.962097,-87.64991
148,Clarendon & Sunnyside,4919,41.963448,-87.649927
148,Clarendon & Wilson,17718,41.965617,-87.649973
148,Irving Park & Clarendon,4925,41.95461,-87.649322
148,Irving Park & Marine Drive,4927,41.954667,-87.645507
148,Irving Park & Pine Grove,4926,41.954642,-87.647447
148,Marine Drive & Ainslie,4854,41.97196,-87.65053
148,Marine Drive & Argyle,4852,41.973683,-87.651055
148,Marine Drive & Gunnison,4855,41.97037,-87.650037
148,Marine Drive & Lawrence,4856,41.969432,-87.649783
148,Marine Drive & Margate,4853,41.97277,-87.650752
148,Marine Drive & Winona/Carmen,4851,41.975035,-87.651563
148,Michigan & Delaware,1097,41.89927783,-87.62423383
148,Michigan & Erie,1100,41.894418,-87.624303
148,Michigan & Hubbard (Wrigley Bldg.),1103,41.889877,-87.624306
148,Michigan & Illinois,1102,41.891177,-87.6242258
148,Michigan & Ohio,1101,41.8926673,-87.6242451
148,Michigan & Pearson,1098,41.897683,-87.624065
148,Michigan & Superior,14488,41.895808,-87.624272
148,State & Harrison/Congress,1431,41.874807,-87.627682
148,State & Jackson,1429,41.878394,-87.627757
148,State & Lake,1423,41.885902,-87.628041
148,State & Monroe,1427,41.880988,-87.627823
148,State & Van Buren,1430,41.877075,-87.627723
148,State & Washington,1425,41.883445,-87.627966
148,Wacker (Upper) & Michigan,1421,41.8882515,-87.624929
148,Wacker (Upper) & Wabash,14509,41.887463,-87.626198
15,100th Street & Clyde,5279,41.713498,-87.571837
15,100th Street & Crandon,5275,41.71349,-87.567242
15,100th Street & Luella,5276,41.713467,-87.568435
15,100th Street & Oglesby,5274,41.713534,-87.566026
15,100th Street & Paxton,5277,41.713482,-87.569547
15,100th Street & Yates,5273,41.7135655,-87.5649385
15,103rd Street & Luella,5261,41.708015,-87.568275
15,103rd Street & Oglesby,5262,41.708132,-87.56586
15,103rd Street + Stony Island Garage,14155,41.7086045,-87.58114838
15,47th Red Line Station,14784,41.809175,-87.6318895
15,4800 S Wentworth,6471,41.807342,-87.63082067
15,4901 S Wentworth,6470,41.806195,-87.630788
15,4949 S Wentworth,6469,41.80504233,-87.63076767
15,5000 S Wentworth,6468,41.80362567,-87.630725
15,51st Green Line Station,1542,41.802102,-87.618533
15,51st Street & Champlain,1537,41.802237,-87.60992
15,51st Street & Cottage Grove,1535,41.802277,-87.606772
15,51st Street & Evans,1536,41.802262,-87.607773
15,51st Street & Federal,9192,41.801958,-87.62788
15,51st Street & Forrestville,1539,41.802182,-87.612907
15,51st Street & Indiana,1543,41.802087,-87.620807
15,51st Street & King Drive,1540,41.802142,-87.615482
15,51st Street & King Drive,1541,41.802127,-87.61704
15,51st Street & Michigan,9189,41.802078,-87.622428
15,51st Street & St. Lawrence,1538,41.80223,-87.611063
15,51st Street & State,9191,41.802007,-87.625718
15,51st Street & Wabash,9190,41.802038,-87.62405
15,51st Street & Wentworth,9193,41.80192,-87.630582
15,67th Street + Bennett,5312,41.773483,-87.579068
15,67th Street + Cornell Drive,5315,41.773404,-87.585499
15,67th Street + Cregier,5313,41.773437,-87.581612
15,67th Street + East End,5314,41.77342,-87.583662
15,67th Street + Jeffery,5311,41.773532,-87.577065
15,87th Street & Clyde,9464,41.737148,-87.57314
15,E Hyde Park & Dorchester,1527,41.802578,-87.592165
15,E Hyde Park & Drexel,14757,41.802293,-87.6045
15,E Hyde Park & Ellis ,1533,41.80238,-87.601988
15,E Hyde Park & Kenwood,1528,41.802547,-87.593548
15,E Hyde Park & Kimbark,1529,41.802507,-87.595343
15,E Hyde Park & Lake Park,1525,41.802517,-87.588303
15,E Hyde Park & Woodlawn,1530,41.802475,-87.597108
15,East Hyde Park & Blackstone,15671,41.80252675,-87.590308
15,Jeffery & 68th Street,5310,41.77191,-87.576462
15,Jeffery & 69th Street,5309,41.770082,-87.576302
15,Jeffery & 70th Street,5308,41.768223,-87.576255
15,Jeffery & 71st Street,5307,41.766507,-87.576207
15,Jeffery & 72nd Street,5306,41.76463,-87.576192
15,Jeffery & 73rd Street,5305,41.762787,-87.576143
15,Jeffery & 74th Street,5304,41.760927,-87.576127
15,Jeffery & 75th Street,5303,41.759151,-87.576079
15,Jeffery & 76th Street,5302,41.757493,-87.576032
15,Jeffery & 77th Street,17039,41.755034,-87.576
3,King Drive & 69th Street,2131,41.769582,-87.615292
3,King Drive & 70th Street,2130,41.767682,-87.61518
3,King Drive & 71st Street,2129,41.766005,-87.615197
3,King Drive & 72nd Street,2128,41.764082,-87.615102
3,King Drive & 73rd Street,17381,41.761905,-87.615133
3,King Drive & 74th Street,2126,41.760498,-87.615053
3,King Drive & 75th Street,2125,41.758655,-87.615037
3,King Drive & 76th Street,2124,41.75681,-87.614973
3,King Drive & 77th Street,2123,41.755015,-87.614927
3,King Drive & 78th Street,2122,41.753187,-87.614895
3,King Drive & 79th Street,2121,41.75139,-87.614847
3,King Drive & 80th Street,2120,41.749467,-87.614815
3,King Drive & 81st Street,2119,41.747758,-87.614798
3,King Drive & 82nd Street,2118,41.745923,-87.614767
3,King Drive & 83rd Street,2117,41.744247,-87.61472
3,King Drive & 84th Street,2116,41.742283,-87.614655
3,King Drive & 85th Street,2115,41.740407,-87.614592
3,King Drive & 86th Street,2114,41.73858,-87.614545
3,King Drive & 87th Street,2113,41.736807,-87.614497
3,King Drive & 88th Street,2112,41.734908,-87.614465
3,King Drive & 89th Street,18432,41.732711,-87.614341
3,King Drive & 90th Street,2110,41.731355,-87.614338
3,King Drive & 91st Street,2109,41.729472,-87.61429
3,King Drive & 93rd Street,2107,41.725705,-87.61421
3,King Drive & 94th Street,2106,41.72406,-87.614178
3,King Drive & Anthony,2132,41.77036,-87.615323
3,King Drive & Burnside,2108,41.727127,-87.614258
3,King Drive & Garfield,2147,41.795117,-87.615975
3,King Drive & Garfield ,2146,41.794353,-87.615975
3,King Drive & Marquette Rd,2134,41.773118,-87.615387
3,King Drive & Marquette Rd/S. Chicago,2133,41.772547,-87.615387
3,King Drive & Oakwood Boulevard,2162,41.82259,-87.616833
3,King Drive & Pershing,2163,41.824203,-87.616945
3,Mccormick Place,14559,41.8513835,-87.618852
3,Michigan & Chicago,1126,41.896589,-87.62440725
3,Michigan & E. Wacker,1121,41.88792833,-87.62450189
3,Michigan & Grand,1123,41.8916324,-87.6241474
3,Michigan & Hubbard (Tribune Bldg.),1122,41.89006255,-87.62409909
3,Michigan & Huron,1125,41.89478511,-87.62412722
3,Michigan & Ontario,1124,41.89315456,-87.62435022
3,Michigan & Randolph,1119,41.8851907,-87.6243661
3,Michigan & South Water,1120,41.886736,-87.62448858
3,Michigan + 11th Street,1581,41.869098,-87.62397
3,Michigan + 13th Street,1579,41.866153,-87.62407775
3,Michigan + 14th Street,18318,41.864365,-87.624045
3,Michigan + 16th Street,14760,41.860475,-87.62397
3,Michigan + 18th Street,1575,41.858193,-87.623858
3,Michigan + 21st Street,1573,41.854555,-87.623812
3,Michigan + 8th Street,1583,41.871728,-87.624018
3,Michigan + 9th Street,1582,41.870393,-87.623987
3,Michigan + Balbo,1584,41.873444,-87.624107
3,Michigan + Cermak,15312,41.85338133,-87.62365767
3,Michigan + Congress,14485,41.87553,-87.624184
3,Michigan + Cullerton,1574,41.85577,-87.623858
3,Michigan + Jackson,76,41.878118,-87.624128
3,Michigan + Madison,2188,41.88245917,-87.62409233
3,Michigan + Monroe,15241,41.8804105,-87.6243095
3,Michigan + Roosevelt,1580,41.86792575,-87.62401025
3,25th Street & Mercy Hospital,15739,41.847457,-87.622063
3,2800 S King Drive,2195,41.843437,-87.617643
3,35th Street + Giles,7686,41.830855,-87.619313
3,95th Street + Eberhart,2265,41.721875,-87.61162
3,95th Street + King Drive,2264,41.72166,-87.613527
3,95th Street + St. Lawrence,2266,41.721875,-87.60957
3,Cermak & Indiana,2190,41.852786,-87.621999
3,Chicago & Mies Van Der Rohe,597,41.896828,-87.621702
3,Chicago State University,2103,41.7210208,-87.6089464
3,Fairbanks & Erie,593,41.894052,-87.620238
3,Fairbanks & Superior,595,41.895668,-87.620308
3,King Drive & 25th Street,2193,41.84739633,-87.617814
3,King Drive & 26th Street,2194,41.84551,-87.617675
3,King Drive & 29th Street,2196,41.841896,-87.617432
3,King Drive + 3000 South,2197,41.840095,-87.617378
3,King Drive + 31st Street,2198,41.838493,-87.617561
3,King Drive + 32nd Street,2199,41.836178,-87.61747
3,King Drive + 33rd Street,17300,41.834908,-87.617437
3,King Drive + 3400 South,2201,41.83254,-87.617405
3,King Drive + 35th Street,2202,41.83076,-87.617215
3,King Drive + 3600 South,2203,41.82929,-87.617167
3,King Drive + 37th Street,2204,41.82724,-87.617135
3,King Drive + 38th Street,2205,41.825452,-87.617088
3,King Drive + 41st Street,2208,41.819983,-87.616945
3,King Drive + 42nd Street,2209,41.818163,-87.616882
3,King Drive + 43rd Street,2210,41.81628,-87.616833
3,King Drive + 44th Street,2211,41.814587,-87.616817
3,King Drive + 45th Street,2212,41.812735,-87.616753
3,King Drive + 46th Street,2213,41.810932,-87.616707
3,King Drive + 47th Street,2214,41.808698,-87.616578
3,King Drive + 48th Street,2215,41.80734,-87.616595
3,King Drive + 49th Street,2216,41.805543,-87.616547
3,King Drive + 50th Street,2217,41.803557,-87.6165
3,King Drive + 51st Street,2218,41.80172,-87.616198
3,King Drive + 5200 South,2219,41.800282,-87.61615
3,King Drive + 53rd Street,2220,41.7982,-87.616087
3,King Drive + 54th Street,2221,41.796397,-87.616038
3,King Drive + 56th Street,2224,41.792795,-87.615943
3,King Drive + 57th Street,2225,41.790912,-87.615895
3,King Drive + 58th Street,2226,41.789068,-87.615895
3,King Drive + 59th Street,2227,41.787248,-87.615832
3,King Drive + 60th Street,2228,41.785842,-87.615817
3,King Drive + 61st Street,2229,41.783688,-87.615832
3,King Drive + 62nd Street,2230,41.781868,-87.615785
3,King Drive + 63rd Street,2231,41.779969,-87.615668
3,King Drive + 63rd Street,15537,41.780416,-87.615671
49,Western & 53rd Street,15323,41.797738,-87.684067
49,Western & 57th Street,15142,41.790348,-87.683828
49,Western & 59th Street,14795,41.7867325,-87.683718
49,Western & 61st Street,14794,41.783108,-87.683622
49,Western & 62nd Street,18303,41.781251,-87.683604
49,Western & 63rd Street,8323,41.779063,-87.68359
49,Western & 65th Street,8321,41.775503,-87.683448
49,Western & 66th Street,8320,41.773675,-87.683415
49,Western & 69th Street,8317,41.768287,-87.683257
49,Western & 71st Street,10147,41.765008,-87.683095
49,Western & 73rd Street,8313,41.760952,-87.683035
49,Western & 74th Street,14577,41.75952,-87.6829465
49,Western & 76th Street ,15141,41.756167,-87.682938
49,Western & 77th Street,18312,41.753959,-87.682849
49,Western & Adams,17888,41.878971,-87.686285
49,Western & Addison,8417,41.9466,-87.688168
49,Western & Archer,14580,41.826457,-87.684815
49,Western & Armitage,8400,41.91748,-87.687358
49,Western & Augusta,8390,41.899647,-87.686802
49,Western & Barry,8412,41.937572,-87.68793
49,Western & Belden,8404,41.923218,-87.687548
49,Western & Belle Plaine,8422,41.955674,-87.688411
49,Western & Belmont/Clybourn,17346,41.939687,-87.687939
49,Western & Berteau,18438,41.957833,-87.68846
49,Western & Berwyn Terminal,14182,41.97846,-87.689472
49,Western & Bloomingdale,17345,41.914255,-87.687198
49,Western & Cermak,8360,41.85194,-87.685625
49,Western & Chicago,8388,41.895618,-87.686817
49,Western & Division,8391,41.902858,-87.686977
49,Western & Elston/Diversey,18330,41.932427,-87.68783
49,Western & Foster,14527,41.97614,-87.68897867
49,Western & Fullerton,14586,41.925365,-87.687532
49,Western & Fulton,8383,41.886843,-87.686452
49,Western & Garfield,8331,41.793805,-87.684003
49,Western & Grace,8419,41.95035,-87.688248
49,Western & Grand,8385,41.890726,-87.686595
49,Western & Harrison,8373,41.873778,-87.6861745
49,Western & Hirsch,17344,41.906943,-87.687087
49,Western & Hubbard,8384,41.889458,-87.686578
49,Western & Huron,8387,41.893877,-87.686722
49,Western & Iowa,8389,41.897843,-87.686722
49,Western & Irving Park,18431,41.954264,-87.688348
49,Western & Lake,15053,41.884897,-87.68642
49,Western & Lawrence,14592,41.9690195,-87.68879625
49,Western & Le Moyne,8394,41.908445,-87.687103
49,Western & Logan/Jones,8407,41.929362,-87.687755
49,Western & Madison,8379,41.880938,-87.686322
49,Western & Marquette Rd,8319,41.771878,-87.683337
49,Western & Montrose,14584,41.96164,-87.688533
49,Western & North Ave,17404,41.9105275,-87.687103
49,Western & Palmer ,8402,41.92178,-87.687532
49,Western & Pershing,8347,41.822828,-87.684735
49,Western & Polk ,8371,41.871148,-87.686087
49,Western & Roosevelt,6681,41.866555,-87.685912
49,Western & Roscoe,8415,41.942883,-87.688024
49,Western & Schubert,8408,41.930252,-87.687803
49,Western & Sunnyside,14797,41.963316,-87.688635
49,Western & Taylor ,6683,41.868907,-87.686007
49,Western & Thomas,15124,41.901148,-87.686928
49,Western & Van Buren (Blue Line),17890,41.876207,-87.686133
49,Western & Washington,8381,41.88291,-87.686388
49,Western & Wilson,8427,41.964783,-87.688662
49,Western & Winnemac,1664,41.972818,-87.688868
49,Western Blue Line Station,17914,41.915969,-87.6872745
49,Western Brown Line Station,18155,41.966329,-87.688713
49,Western Orange Line Station,14129,41.8051745,-87.684132
49,Western Pink Line Station,8362,41.854355,-87.685625
49,4102 S Western,8269,41.819228,-87.684752
49,79th & Western Terminal,8307,41.75083825,-87.6825535
49,Western & 14th Street,8245,41.86266,-87.685958
49,Western & 16th Street,14531,41.85900633,-87.68590033
49,Western & 18th Street ,8249,41.856723,-87.685895
49,Western & 24th Street,8255,41.848498,-87.685577
49,Western & 26th Street,8257,41.8448425,-87.685561
49,Western & 28th Street,8259,41.841425,-87.685355
49,Western & 31st Street,8260,41.839145,-87.685323
49,Western & 33rd Street,8262,41.834113,-87.684687
49,Western & 35th Street,8264,41.830562,-87.6851
49,Western & 43rd Street,8271,41.815827,-87.684655
49,Western & 45th Street,15743,41.811773,-87.684592
49,Western & 47th Street,8275,41.808388,-87.684528
49,Western & 51st Street,8279,41.8013,-87.684273
49,Western & 53rd Street,8281,41.79762,-87.684178
49,Western & 55th Street/Garfield,8283,41.79386,-87.68421
49,Western & 57th Street,15143,41.789808,-87.683957
49,Western & 59th Street,14578,41.786347,-87.683964
49,Western & 61st Street,8289,41.783013,-87.683797
49,Western & 62nd Street,18302,41.780825,-87.683774
49,Western & 63rd Street,14576,41.778919,-87.683718
49,Western & 65th Street,14857,41.775122,-87.683638
49,Western & 66th Street,8294,41.773913,-87.683575
49,Western & 69th Street,8297,41.768227,-87.6834475
49,Western & 73rd Street,15783,41.760642,-87.683257
49,Western & 76th Street ,8304,41.755515,-87.683018
49,Western & 77th Street,8305,41.753902,-87.683018
49,Western & Adams,18297,41.87835,-87.686446
49,Western & Addison,8195,41.94625,-87.688375
49,Western & Archer,16085,41.825277,-87.684973
49,Western & Armitage,8212,41.917758,-87.687565
49,Western & Augusta,8223,41.898963,-87.686992
49,Western & Barry,8200,41.937762,-87.688217
49,Western & Belden,8208,41.923457,-87.687692
49,Western & Belle Plaine,18437,41.955595,-87.688646
49,Western & Belmont,18331,41.939159,-87.68818
49,Western & Berteau,8189,41.957828,-87.688677
49,Western & Berwyn,14529,41.977427,-87.689345
49,Western & Berwyn Terminal,14182,41.97846,-87.689472
49,Western & Cermak,14555,41.851717,-87.685768
49,Western & Chicago,8225,41.895817,-87.6869365
49,Western & Columbus,8302,41.758693,-87.683145
49,Western & Cortland (Blue Line),8214,41.915975,-87.687485
49,Western & Division,8221,41.9033225,-87.687135
49,Western & Elston/Diversey,14585,41.9319805,-87.688033
49,Western & Foster,18311,41.975585,-87.689215
49,Western & Fullerton,8207,41.9250135,-87.6877515
